prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,20.864
0,0,1,32,21.119
0,0,1,64,21.536
0,0,1,128,22.944
0,0,1,256,31.936
0,0,2,16,29.536
0,0,2,32,21.408
0,0,2,64,24.065
0,0,2,128,35.84
0,0,2,256,51.167
0,0,4,16,21.216
0,0,4,32,26.016
0,0,4,64,37.023
0,0,4,128,54.849
0,0,4,256,78.464
0,0,8,16,34.496
0,0,8,32,41.698
0,0,8,64,55.616
0,0,8,128,83.295
0,0,8,256,137.183
0,0,16,16,47.808
0,0,16,32,80.896
0,0,16,64,112.351
0,0,16,128,175.839
0,0,16,256,300.798
0,0,32,16,73.663
0,0,32,32,130.623
0,0,32,64,188.447
0,0,32,128,330.398
0,0,32,256,521.852
16,0,0,0,24.032
16,0,1,16,24.351
16,0,1,32,32.544
16,0,1,64,41.824
16,0,1,128,60.255
16,0,1,256,98.655
16,0,2,16,24.288
16,0,2,32,32.096
16,0,2,64,42.655
16,0,2,128,61.311
16,0,2,256,98.847
16,0,4,16,25.823
16,0,4,32,40.671
16,0,4,64,57.12
16,0,4,128,88.799
16,0,4,256,152.959
16,0,8,16,29.056
16,0,8,32,45.087
16,0,8,64,63.423
16,0,8,128,96.415
16,0,8,256,158.399
16,0,16,16,47.935
16,0,16,32,80.127
16,0,16,64,112.351
16,0,16,128,176.319
16,0,16,256,302.046
16,16,0,0,24.126
16,16,1,16,24.096
16,16,1,32,31.998
16,16,1,64,42.112
16,16,1,128,61.184
16,16,1,256,99.584
16,16,2,16,24.512
16,16,2,32,32.48
16,16,2,64,41.184
16,16,2,128,60.896
16,16,2,256,99.168
16,16,4,16,25.599
16,16,4,32,41.857
16,16,4,64,57.759
16,16,4,128,89.535
16,16,4,256,152.063
16,16,8,16,28.896
16,16,8,32,45.536
16,16,8,64,63.903
16,16,8,128,95.743
16,16,8,256,158.527
16,16,16,16,48.127
16,16,16,32,79.901
16,16,16,64,112.319
16,16,16,128,175.774
16,16,16,256,303.166
16,32,0,0,32.48
16,32,1,16,32.158
16,32,1,32,32.255
