prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,25.9093
0,0,1,32,25.7917
0,0,1,64,25.888
0,0,1,128,26.304
0,0,1,256,33.4937
0,0,1,512,55.7117
0,0,1,1024,82.0913
0,0,1,2048,133.631
0,0,1,4096,238.964
0,0,1,8192,448.084
0,0,2,16,23.4983
0,0,2,32,23.5633
0,0,2,64,24.4697
0,0,2,128,29.2157
0,0,2,256,42.6233
0,0,2,512,74.847
0,0,2,1024,114.592
0,0,2,2048,189.599
0,0,2,4096,353.13
0,0,2,8192,772.553
0,0,4,16,23.7227
0,0,4,32,29.354
0,0,4,64,36.2347
0,0,4,128,45.9947
0,0,4,256,69.7923
0,0,4,512,115.435
0,0,4,1024,210.976
0,0,4,2048,363.541
0,0,4,4096,675.635
0,0,4,8192,1493.56
0,0,8,16,31.2957
0,0,8,32,38.5063
0,0,8,64,52.1813
0,0,8,128,76.0427
0,0,8,256,117.099
0,0,8,512,203.69
0,0,8,1024,385.834
0,0,8,2048,708.041
0,0,8,4096,1326.82
0,0,8,8192,2746.89
0,0,16,16,50.8057
0,0,16,32,62.0047
0,0,16,64,84.8
0,0,16,128,128.213
0,0,16,256,211.765
0,0,16,512,380.052
0,0,16,1024,714.004
0,0,16,2048,1373.8
0,0,16,4096,2658.22
0,0,16,8192,5483.78
0,0,32,16,62.9977
0,0,32,32,112.917
0,0,32,64,565.694
0,0,32,128,256.725
0,0,32,256,450.356
0,0,32,512,836.212
0,0,32,1024,1608.3
0,0,32,2048,3148.43
0,0,32,4096,6229.17
0,0,32,8192,12398.4
0,0,64,16,104.042
0,0,64,32,190.847
0,0,64,64,277.012
0,0,64,128,501.545
0,0,64,256,798.505
0,0,64,512,1654.48
0,0,64,1024,3189.23
0,0,64,2048,6271.9
0,0,64,4096,12419.7
0,0,64,8192,24752.5
0,0,128,16,195.52
0,0,128,32,358.623
0,0,128,64,542.015
0,0,128,128,883.86
0,0,128,256,1551.73
0,0,128,512,2904.81
0,0,128,1024,5594.27
0,0,128,2048,10983.9
0,0,128,4096,21769
0,0,128,8192,43336.4
0,0,256,16,369.333
0,0,256,32,683.679
0,0,256,64,1016.05
0,0,256,128,1634.87
0,0,256,256,2896.92
0,0,256,512,5402.33
0,0,256,1024,10425.4
0,0,256,2048,20445.8
0,0,256,4096,40501.3
0,0,256,8192,80591.9
16,0,0,0,27.6693
16,0,1,16,26.8263
16,0,1,32,39.1787
16,0,1,64,53.248
16,0,1,128,81.7493
16,0,1,256,140.395
16,0,1,512,257.216
16,0,1,1024,493.193
16,0,1,2048,964.03
16,0,1,4096,1905.21
16,0,1,8192,3788.42
16,0,2,16,25.771
16,0,2,32,38.2073
16,0,2,64,53.1627
16,0,2,128,81.365
16,0,2,256,139.466
16,0,2,512,256.851
16,0,2,1024,492.181
16,0,2,2048,963.017
16,0,2,4096,1903
16,0,2,8192,3783.52
16,0,4,16,25.963
16,0,4,32,38.485
16,0,4,64,53.0983
16,0,4,128,81.2477
16,0,4,256,138.56
16,0,4,512,255.423
16,0,4,1024,488.799
16,0,4,2048,954.782
16,0,4,4096,1886.44
16,0,4,8192,3751.27
16,0,8,16,34.6133
16,0,8,32,60.053
16,0,8,64,84.4583
16,0,8,128,131.669
16,0,8,256,230.132
16,0,8,512,422.868
16,0,8,1024,811.216
16,0,8,2048,1587.42
16,0,8,4096,3139.07
16,0,8,8192,6238.82
16,0,16,16,35.7647
16,0,16,32,61.6003
16,0,16,64,86.9863
16,0,16,128,134.869
16,0,16,256,231.924
16,0,16,512,427.167
16,0,16,1024,815.411
16,0,16,2048,1594.23
16,0,16,4096,3149.26
16,0,16,8192,6255
16,0,32,16,63.84
16,0,32,32,113.803
16,0,32,64,162.485
16,0,32,128,261.269
16,0,32,256,452.927
16,0,32,512,839.7
16,0,32,1024,1611.81
16,0,32,2048,3151.93
16,0,32,4096,6234.36
16,0,32,8192,12398
16,0,64,16,113.994
16,0,64,32,204.725
16,0,64,64,289.599
16,0,64,128,502.12
16,0,64,256,809.694
16,0,64,512,1654.71
16,0,64,1024,2884.44
16,0,64,2048,6269.88
16,0,64,4096,12424.8
16,0,64,8192,24758.8
16,0,128,16,203.349
16,0,128,32,367.989
16,0,128,64,543.199
16,0,128,128,883.891
16,0,128,256,1553.52
16,0,128,512,2905.86
16,0,128,1024,5592.94
16,0,128,2048,10987.1
16,0,128,4096,21760.1
16,0,128,8192,43340.3
16,16,0,0,27.776
16,16,1,16,26.7307
16,16,1,32,39.072
16,16,1,64,53.5253
16,16,1,128,81.8557
16,16,1,256,140.064
16,16,1,512,258.026
16,16,1,1024,493.183
16,16,1,2048,964.383
16,16,1,4096,1904.7
16,16,1,8192,3787.38
16,16,2,16,25.76
16,16,2,32,38.3893
16,16,2,64,52.7893
16,16,2,128,81.4077
16,16,2,256,139.754
16,16,2,512,257.386
16,16,2,1024,492.756
16,16,2,2048,963.186
16,16,2,4096,1904.64
16,16,2,8192,3785.43
16,16,4,16,25.792
16,16,4,32,38.4747
16,16,4,64,52.9173
16,16,4,128,81.4293
16,16,4,256,138.912
16,16,4,512,255.422
16,16,4,1024,489.215
16,16,4,2048,954.856
16,16,4,4096,1887
16,16,4,8192,3749.92
16,16,8,16,35.1037
16,16,8,32,60.16
16,16,8,64,84.0213
16,16,8,128,132.64
16,16,8,256,230.39
16,16,8,512,422.836
16,16,8,1024,810.398
16,16,8,2048,1585.99
16,16,8,4096,3136.95
16,16,8,8192,6234.03
16,16,16,16,36.117
16,16,16,32,61.7917
16,16,16,64,86.41
16,16,16,128,134.923
16,16,16,256,232.479
16,16,16,512,425.833
16,16,16,1024,815.55
16,16,16,2048,1591.25
16,16,16,4096,3149.15
16,16,16,8192,6254.62
16,16,32,16,63.8717
16,16,32,32,113.931
16,16,32,64,163.092
16,16,32,128,259.359
16,16,32,256,454.229
16,16,32,512,839.742
16,16,32,1024,1617.34
16,16,32,2048,3154.16
16,16,32,4096,6239.41
16,16,32,8192,12399.2
16,16,64,16,112.725
16,16,64,32,199.296
16,16,64,64,288.628
16,16,64,128,501.47
16,16,64,256,809.801
16,16,64,512,1657.65
16,16,64,1024,3093.96
16,16,64,2048,6272.09
16,16,64,4096,12007.2
16,16,64,8192,24761.3
16,16,128,16,203.957
16,16,128,32,368.042
16,16,128,64,543.444
16,16,128,128,884.777
16,16,128,256,1554.58
16,16,128,512,2906.24
16,16,128,1024,5596.28
16,16,128,2048,10989.2
16,16,128,4096,21768.8
16,16,128,8192,43340.7
16,32,0,0,41.461
16,32,1,16,39.8503
16,32,1,32,40.3197
16,32,1,64,53.7703
16,32,1,128,82.1333
16,32,1,256,139.679
16,32,1,512,257.258
16,32,1,1024,492.521
16,32,1,2048,963.464
16,32,1,4096,1904.35
16,32,1,8192,3787.65
16,32,2,16,39.2317
16,32,2,32,39.0933
16,32,2,64,53.557
16,32,2,128,81.5783
16,32,2,256,139.499
16,32,2,512,257.344
16,32,2,1024,492.863
16,32,2,2048,962.781
16,32,2,4096,1903.42
16,32,2,8192,3783.94
16,32,4,16,39.0397
