layer,tokens,time_us
embedding,1,6.336
embedding,2,6.656
embedding,3,6.752
embedding,4,7.232
embedding,5,8.033
embedding,6,8.736
embedding,7,8.639
embedding,8,8.768
embedding,9,9.472
embedding,10,9.76
embedding,11,9.984
embedding,12,10.4
embedding,13,11.36
embedding,14,11.328
embedding,15,11.967
embedding,16,11.968
embedding,20,5.472
embedding,24,5.344
embedding,28,5.567
embedding,32,5.472
embedding,36,5.696
embedding,40,5.6
embedding,44,5.824
embedding,48,6.272
embedding,52,5.92
embedding,56,6.239
embedding,60,6.08
embedding,64,6.336
embedding,80,6.848
embedding,96,6.4
embedding,112,7.136
embedding,128,6.528
embedding,144,6.848
embedding,160,6.848
embedding,176,7.008
embedding,192,7.008
embedding,208,7.2
embedding,224,7.072
embedding,240,7.264
embedding,256,7.52
final_layernorm,1,4.736
final_layernorm,2,4.896
final_layernorm,3,4.48
final_layernorm,4,4.832
final_layernorm,5,4.96
final_layernorm,6,4.896
final_layernorm,7,4.8
final_layernorm,8,4.736
final_layernorm,9,4.768
final_layernorm,10,4.672
final_layernorm,11,4.671
final_layernorm,12,4.799
final_layernorm,13,5.344
final_layernorm,14,5.12
final_layernorm,15,4.896
final_layernorm,16,5.375
final_layernorm,20,4.961
final_layernorm,24,5.152
final_layernorm,28,5.088
final_layernorm,32,5.503
final_layernorm,36,5.664
final_layernorm,40,5.536
final_layernorm,44,5.856
final_layernorm,48,5.888
final_layernorm,52,5.6
final_layernorm,56,5.824
final_layernorm,60,5.728
final_layernorm,64,5.952
final_layernorm,80,6.4
final_layernorm,96,6.688
final_layernorm,112,7.136
final_layernorm,128,7.328
final_layernorm,144,7.935
final_layernorm,160,8.16
final_layernorm,176,9.92
final_layernorm,192,9.888
final_layernorm,208,10.048
final_layernorm,224,9.984
final_layernorm,240,10.656
final_layernorm,256,9.12
layernorm,1,5.136
layernorm,2,5.2635
layernorm,3,5.328
layernorm,4,5.184
layernorm,5,5.168
layernorm,6,5.248
layernorm,7,5.12
layernorm,8,5.056
layernorm,9,5.0565
layernorm,10,5.184
layernorm,11,4.928
layernorm,12,5.168
layernorm,13,5.2315
layernorm,14,5.072
layernorm,15,4.96
layernorm,16,4.832
layernorm,20,5.056
layernorm,24,4.928
layernorm,28,4.928
layernorm,32,5.216
layernorm,36,5.808
layernorm,40,5.3435
layernorm,44,5.616
layernorm,48,5.984
layernorm,52,5.568
layernorm,56,5.696
layernorm,60,6.0645
layernorm,64,5.984
layernorm,80,6.3995
layernorm,96,6.6875
layernorm,112,6.287
layernorm,128,6.752
layernorm,144,6.88
layernorm,160,6.928
layernorm,176,8.08
layernorm,192,7.888
layernorm,208,8.096
layernorm,224,8.592
layernorm,240,8.256
layernorm,256,7.712
o_proj,1,20.288
o_proj,2,28.383
o_proj,3,28.031
o_proj,4,28.544
o_proj,5,28.864
o_proj,6,29.214
o_proj,7,29.024
o_proj,8,28.704
o_proj,9,29.792
o_proj,10,29.215
o_proj,11,29.408
o_proj,12,30.368
o_proj,13,29.727
o_proj,14,29.472
o_proj,15,29.6
o_proj,16,37.568
o_proj,20,31.327
o_proj,24,31.616
o_proj,28,31.648
o_proj,32,32.256
o_proj,36,33.952
o_proj,40,35.201
o_proj,44,35.935
o_proj,48,36.383
o_proj,52,36.703
o_proj,56,37.599
o_proj,60,38.176
o_proj,64,36.576
o_proj,80,50.591
o_proj,96,52.832
o_proj,112,54.368
o_proj,128,56.48
o_proj,144,66.463
o_proj,160,69.216
o_proj,176,57.344
o_proj,192,55.263
o_proj,208,64.48
o_proj,224,65.855
o_proj,240,66.464
o_proj,256,67.679
qkv_proj,1,62.72
qkv_proj,2,54.208
qkv_proj,3,52.609
qkv_proj,4,58.143
qkv_proj,5,58.272
qkv_proj,6,58.047
qkv_proj,7,60.703
qkv_proj,8,54.655
qkv_proj,9,55.712
qkv_proj,10,59.744
qkv_proj,11,54.591
qkv_proj,12,55.424
qkv_proj,13,59.712
qkv_proj,14,54.431
qkv_proj,15,60.383
qkv_proj,16,59.296
qkv_proj,20,58.016
qkv_proj,24,57.567
qkv_proj,28,59.039
qkv_proj,32,59.423
qkv_proj,36,88.992
qkv_proj,40,89.343
qkv_proj,44,88.063
qkv_proj,48,91.167
qkv_proj,52,89.311
qkv_proj,56,89.376
qkv_proj,60,89.663
qkv_proj,64,90.175
qkv_proj,80,99.967
qkv_proj,96,106.271
qkv_proj,112,109.151
qkv_proj,128,108.223
qkv_proj,144,108.767
qkv_proj,160,109.567
qkv_proj,176,111.296
qkv_proj,192,111.455
qkv_proj,208,157.182
qkv_proj,224,162.59
qkv_proj,240,162.59
qkv_proj,256,163.999
rotary_emb,1,5.312
rotary_emb,2,5.504
rotary_emb,3,5.503
rotary_emb,4,5.792
rotary_emb,5,5.728
rotary_emb,6,5.824
rotary_emb,7,5.759
rotary_emb,8,5.856
rotary_emb,9,5.568
rotary_emb,10,5.44
rotary_emb,11,5.473
rotary_emb,12,5.408
rotary_emb,13,5.856
rotary_emb,14,5.792
rotary_emb,15,5.76
rotary_emb,16,5.76
rotary_emb,20,6.592
rotary_emb,24,5.664
rotary_emb,28,5.601
rotary_emb,32,5.919
rotary_emb,36,6.272
rotary_emb,40,6.816
rotary_emb,44,6.88
rotary_emb,48,6.944
rotary_emb,52,6.56
rotary_emb,56,7.105
rotary_emb,60,6.88
rotary_emb,64,6.528
rotary_emb,80,6.144
rotary_emb,96,6.88
rotary_emb,112,6.88
rotary_emb,128,7.008
rotary_emb,144,6.848
rotary_emb,160,6.944
rotary_emb,176,8.288
rotary_emb,192,8.192
rotary_emb,208,8.544
rotary_emb,224,9.536
rotary_emb,240,9.888
rotary_emb,256,10.688
