prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,28.725
0,0,1,32,33.1197
0,0,1,64,28.2013
0,0,1,128,28.138
0,0,1,256,36.6927
0,0,1,512,60.2773
0,0,1,1024,90.3033
0,0,1,2048,149.257
0,0,1,4096,265.757
0,0,1,8192,498.96
0,0,2,16,27.4237
0,0,2,32,26.9973
0,0,2,64,27.0937
0,0,2,128,31.605
0,0,2,256,46.453
0,0,2,512,84.478
0,0,2,1024,126.303
0,0,2,2048,210.995
0,0,2,4096,389.895
0,0,2,8192,858.124
0,0,4,16,26.827
0,0,4,32,31.498
0,0,4,64,39.8613
0,0,4,128,54.6667
0,0,4,256,78.8573
0,0,4,512,128.105
0,0,4,1024,234.59
0,0,4,2048,403.792
0,0,4,4096,750.487
0,0,4,8192,1658.99
0,0,8,16,36.1387
0,0,8,32,43.135
0,0,8,64,58.826
0,0,8,128,83.4763
0,0,8,256,129.534
0,0,8,512,226.653
0,0,8,1024,418.705
0,0,8,2048,787.671
0,0,8,4096,1475.3
0,0,8,8192,3050.81
0,0,16,16,57.493
0,0,16,32,69.652
0,0,16,64,94.4203
0,0,16,128,142.963
0,0,16,256,233.341
0,0,16,512,422.409
0,0,16,1024,792.194
0,0,16,2048,1526.8
0,0,16,4096,2947.55
0,0,16,8192,5930.16
0,0,32,16,74.911
0,0,32,32,125.098
0,0,32,64,178.142
0,0,32,128,287.751
0,0,32,256,499.952
0,0,32,512,930.133
0,0,32,1024,1785.22
0,0,32,2048,3497.18
0,0,32,4096,6928.97
0,0,32,8192,13773.9
0,0,64,16,116.148
0,0,64,32,213.598
0,0,64,64,309.405
0,0,64,128,539.438
0,0,64,256,884.524
0,0,64,512,1838.17
0,0,64,1024,3424.53
0,0,64,2048,6966.77
0,0,64,4096,13807.9
0,0,64,8192,26747.8
0,0,128,16,195.262
0,0,128,32,355.889
0,0,128,64,601.316
0,0,128,128,978.483
0,0,128,256,1723.84
0,0,128,512,3222.14
0,0,128,1024,6210.19
0,0,128,2048,12200.4
0,0,128,4096,22489.8
0,0,128,8192,37783.5
0,0,256,16,302.696
0,0,256,32,564.804
0,0,256,64,832.054
0,0,256,128,1332.67
0,0,256,256,2366.23
0,0,256,512,4398.62
0,0,256,1024,8490.31
0,0,256,2048,16633.4
0,0,256,4096,31145.9
0,0,256,8192,52548.6
16,0,0,0,18.965
16,0,1,16,18.5707
16,0,1,32,24.2877
16,0,1,64,33.6537
16,0,1,128,52.5117
16,0,1,256,89.9613
16,0,1,512,165.054
16,0,1,1024,315.719
16,0,1,2048,617.241
16,0,1,4096,1219.3
16,0,1,8192,2423.48
16,0,2,16,18.933
16,0,2,32,44.6827
16,0,2,64,61.119
16,0,2,128,94.186
16,0,2,256,159.112
16,0,2,512,289.8
16,0,2,1024,551.408
16,0,2,2048,1076.89
16,0,2,4096,2118.77
16,0,2,8192,4207.02
16,0,4,16,29.5997
16,0,4,32,44.7787
16,0,4,64,61.109
16,0,4,128,93.556
16,0,4,256,158.025
16,0,4,512,287.718
16,0,4,1024,546.18
16,0,4,2048,1063.65
16,0,4,4096,2098.34
16,0,4,8192,4169.69
16,0,8,16,38.1967
16,0,8,32,66.2713
16,0,8,64,93.673
16,0,8,128,146.462
16,0,8,256,255.091
16,0,8,512,470.235
16,0,8,1024,899.212
16,0,8,2048,1761.08
16,0,8,4096,3485.79
16,0,8,8192,6927.1
16,0,16,16,39.6583
16,0,16,32,69.002
16,0,16,64,99.5617
16,0,16,128,150.804
16,0,16,256,258.365
16,0,16,512,474.406
16,0,16,1024,905.964
16,0,16,2048,1770.72
16,0,16,4096,3499.01
16,0,16,8192,6940.71
16,0,32,16,71.5407
16,0,32,32,126.271
16,0,32,64,180.553
16,0,32,128,287.336
16,0,32,256,501.894
16,0,32,512,930.677
16,0,32,1024,1790.34
16,0,32,2048,3507.67
16,0,32,4096,6922.51
16,0,32,8192,13773
16,0,64,16,101.855
16,0,64,32,180.265
16,0,64,64,260.488
16,0,64,128,450.001
16,0,64,256,752.45
16,0,64,512,1485.68
16,0,64,1024,2685.12
16,0,64,2048,5627.63
16,0,64,4096,11144.9
16,0,64,8192,22193.5
16,0,128,16,167.273
16,0,128,32,304.253
16,0,128,64,444.763
16,0,128,128,721.293
16,0,128,256,1268.64
16,0,128,512,2366.97
16,0,128,1024,4553.38
16,0,128,2048,8937.99
16,0,128,4096,17687.8
16,0,128,8192,31128.7
16,16,0,0,20.81
16,16,1,16,19.1573
16,16,1,32,24.7997
16,16,1,64,34.6023
16,16,1,128,85.226
16,16,1,256,146.857
16,16,1,512,269.712
16,16,1,1024,515.835
16,16,1,2048,1008.26
16,16,1,4096,1993.06
16,16,1,8192,4068.94
16,16,2,16,29.77
16,16,2,32,45.162
16,16,2,64,61.0023
16,16,2,128,94.3877
16,16,2,256,159.518
16,16,2,512,290.183
16,16,2,1024,551.599
16,16,2,2048,1073.66
16,16,2,4096,2118.88
16,16,2,8192,4207.54
16,16,4,16,29.728
16,16,4,32,45.109
16,16,4,64,61.823
16,16,4,128,93.7053
16,16,4,256,158.665
16,16,4,512,287.73
16,16,4,1024,546.778
16,16,4,2048,1064.53
16,16,4,4096,2099.9
16,16,4,8192,4171.39
16,16,8,16,38.432
16,16,8,32,66.463
16,16,8,64,93.9073
16,16,8,128,146.793
16,16,8,256,255.549
16,16,8,512,469.68
16,16,8,1024,900.672
16,16,8,2048,1763.13
16,16,8,4096,3480.24
16,16,8,8192,6933.88
16,16,16,16,40.1283
16,16,16,32,68.2767
16,16,16,64,95.9667
16,16,16,128,150.687
16,16,16,256,258.333
16,16,16,512,475.419
16,16,16,1024,905.451
16,16,16,2048,1767.64
16,16,16,4096,3498.9
16,16,16,8192,6946.47
16,16,32,16,70.9113
16,16,32,32,127.476
16,16,32,64,181.396
16,16,32,128,288.765
16,16,32,256,502.682
16,16,32,512,932.267
16,16,32,1024,1796.3
16,16,32,2048,3495.89
16,16,32,4096,6926.58
16,16,32,8192,13773.6
16,16,64,16,105.321
16,16,64,32,181.683
16,16,64,64,266.673
16,16,64,128,449.894
16,16,64,256,724.067
16,16,64,512,1485.09
16,16,64,1024,2598.89
16,16,64,2048,5626.31
16,16,64,4096,11143.7
16,16,64,8192,22199.2
16,16,128,16,168.798
16,16,128,32,301.437
16,16,128,64,445.338
