# node=htc-g046 nodelist=htc-g046 slurm_job_id=8075643 gpu_freq_mhz=700
index, uuid, name, pci.bus_id, driver_version, serial, clocks.current.graphics [MHz], clocks.max.graphics [MHz], power.limit [W]
0, GPU-3958fab6-a27e-3d39-a9be-68ad993b4af1, Tesla V100-SXM2-32GB-LS, 00000000:06:00.0, 580.65.06, 0324518188133, 135 MHz, 1440 MHz, 163.00 W
