tokens,activated_experts,time_us
1,2,2780.84
2,2,2797.07
2,4,4633.09
4,2,2799.92
4,4,4632.54
4,8,7574.95
8,2,2799.5
8,4,4633.5
8,8,7601.51
8,16,13542.8
16,2,2798.57
16,4,4617.09
16,8,7623.15
16,16,13455.6
32,2,4592.22
32,4,4619.97
32,8,7623.9
32,16,13527.3
64,2,7483.79
64,4,7555.17
64,8,12065.1
64,16,22328.4
128,2,29819.4
128,4,29806.2
128,8,48349.4
128,16,86330
256,2,31736.1
256,4,32178.4
256,8,31660.2
256,16,63068.1
