tokens,activated_experts,time_us
1,2,2886.5
2,2,2901.1
2,4,4733.5
4,2,2920.45
4,4,4702.17
4,8,7703.68
8,2,2915.21
8,4,4720.06
8,8,7673.61
8,16,13540
16,2,2915.47
16,4,4730.62
16,8,7659.61
16,16,13599.1
32,2,4685.01
32,4,4722.33
32,8,7642.38
32,16,13570.6
64,2,7663.94
64,4,7771.74
64,8,12192.2
64,16,22393
128,2,30620.2
128,4,30908.3
128,8,49636.3
128,16,87224.4
256,2,32321.3
256,4,32318.9
256,8,33001.6
256,16,63438.3
