layer,tokens,time_us
embedding,1,5.408
embedding,2,5.633
embedding,3,5.983
embedding,4,6.464
embedding,5,6.56
embedding,6,6.88
embedding,7,7.52
embedding,8,7.456
embedding,9,8.67
embedding,10,8.352
embedding,11,8.64
embedding,12,9.248
embedding,13,9.92
embedding,14,10.015
embedding,15,9.953
embedding,16,10.592
embedding,20,5.28
embedding,24,4.928
embedding,28,4.832
embedding,32,4.736
embedding,36,4.896
embedding,40,4.96
embedding,44,5.407
embedding,48,5.024
embedding,52,5.215
embedding,56,5.504
embedding,60,5.28
embedding,64,5.279
embedding,80,6.113
embedding,96,5.536
embedding,112,6.241
embedding,128,5.888
embedding,144,6.239
embedding,160,6.336
embedding,176,6.368
embedding,192,6.432
embedding,208,6.561
embedding,224,6.625
embedding,240,6.881
embedding,256,7.008
final_layernorm,1,12.608
final_layernorm,2,11.616
final_layernorm,3,11.904
final_layernorm,4,11.52
final_layernorm,5,11.2
final_layernorm,6,11.008
final_layernorm,7,10.848
final_layernorm,8,11.424
final_layernorm,9,13.024
final_layernorm,10,12.416
final_layernorm,11,12.096
final_layernorm,12,12.704
final_layernorm,13,12.512
final_layernorm,14,12.48
final_layernorm,15,12.288
final_layernorm,16,11.488
final_layernorm,20,12.577
final_layernorm,24,12.352
final_layernorm,28,12.352
final_layernorm,32,11.968
final_layernorm,36,12.928
final_layernorm,40,13.376
final_layernorm,44,13.664
final_layernorm,48,13.28
final_layernorm,52,13.152
final_layernorm,56,13.472
final_layernorm,60,13.664
final_layernorm,64,13.92
final_layernorm,80,13.504
final_layernorm,96,13.984
final_layernorm,112,14.336
final_layernorm,128,13.44
final_layernorm,144,14.048
final_layernorm,160,14.08
final_layernorm,176,14.367
final_layernorm,192,14.848
final_layernorm,208,14.56
final_layernorm,224,14.848
final_layernorm,240,15.456
final_layernorm,256,15.2
layernorm,1,11.92
layernorm,2,10.2245
layernorm,3,10.16
layernorm,4,10.56
layernorm,5,10.496
layernorm,6,10.416
layernorm,7,10.368
layernorm,8,10.032
layernorm,9,10.4955
layernorm,10,10.4475
layernorm,11,10.256
layernorm,12,10.352
layernorm,13,10.176
layernorm,14,10.16
layernorm,15,10.448
layernorm,16,10.272
layernorm,20,10.528
layernorm,24,10.48
layernorm,28,10.24
layernorm,32,10.3835
layernorm,36,10.7195
layernorm,40,11.0085
layernorm,44,10.3845
layernorm,48,10.592
layernorm,52,10.48
layernorm,56,10.608
layernorm,60,10.704
layernorm,64,10.7195
layernorm,80,11.04
layernorm,96,11.04
layernorm,112,11.568
layernorm,128,10.928
layernorm,144,11.12
layernorm,160,11.328
layernorm,176,12
layernorm,192,12.0315
layernorm,208,12.576
layernorm,224,12.7355
layernorm,240,12.608
layernorm,256,13.104
o_proj,1,32.032
o_proj,2,39.008
o_proj,3,38.527
o_proj,4,39.103
o_proj,5,38.912
o_proj,6,38.88
o_proj,7,39.136
o_proj,8,39.552
o_proj,9,32.927
o_proj,10,32.192
o_proj,11,32.511
o_proj,12,32.992
o_proj,13,35.104
o_proj,14,34.976
o_proj,15,35.136
o_proj,16,35.488
o_proj,20,36.095
o_proj,24,37.632
o_proj,28,36.64
o_proj,32,38.303
o_proj,36,61.119
o_proj,40,61.152
o_proj,44,61.823
o_proj,48,60.511
o_proj,52,59.647
o_proj,56,60.576
o_proj,60,59.551
o_proj,64,59.615
o_proj,80,59.68
o_proj,96,59.199
o_proj,112,71.808
o_proj,128,73.312
o_proj,144,82.56
o_proj,160,82.302
o_proj,176,85.855
o_proj,192,84.415
o_proj,208,80.16
o_proj,224,79.649
o_proj,240,80.736
o_proj,256,80.576
qkv_proj,1,51.552
qkv_proj,2,48.255
qkv_proj,3,45.408
qkv_proj,4,54.655
qkv_proj,5,53.184
qkv_proj,6,52.608
qkv_proj,7,53.983
qkv_proj,8,52.96
qkv_proj,9,60.511
qkv_proj,10,60.128
qkv_proj,11,60.447
qkv_proj,12,60.767
qkv_proj,13,60.32
qkv_proj,14,60.416
qkv_proj,15,61.344
qkv_proj,16,60.096
qkv_proj,20,60
qkv_proj,24,61.504
qkv_proj,28,60.959
qkv_proj,32,61.311
qkv_proj,36,75.935
qkv_proj,40,78.463
qkv_proj,44,72.928
qkv_proj,48,73.919
qkv_proj,52,79.07
qkv_proj,56,79.553
qkv_proj,60,80.16
qkv_proj,64,79.903
qkv_proj,80,91.263
qkv_proj,96,87.263
qkv_proj,112,90.143
qkv_proj,128,86.495
qkv_proj,144,99.743
qkv_proj,160,99.68
qkv_proj,176,100.959
qkv_proj,192,101.79
qkv_proj,208,130.366
qkv_proj,224,130.463
qkv_proj,240,130.271
qkv_proj,256,130.495
rotary_emb,1,4.48
rotary_emb,2,4.48
rotary_emb,3,4.256
rotary_emb,4,4.448
rotary_emb,5,4.48
rotary_emb,6,4.224
rotary_emb,7,4.289
rotary_emb,8,4.736
rotary_emb,9,4.256
rotary_emb,10,4.512
rotary_emb,11,4.288
rotary_emb,12,4.544
rotary_emb,13,4.544
rotary_emb,14,4.352
rotary_emb,15,4.864
rotary_emb,16,4.256
rotary_emb,20,4.416
rotary_emb,24,4.352
rotary_emb,28,4.512
rotary_emb,32,4.192
rotary_emb,36,4.512
rotary_emb,40,4.544
rotary_emb,44,4.32
rotary_emb,48,4.544
rotary_emb,52,4.479
rotary_emb,56,4.257
rotary_emb,60,4.256
rotary_emb,64,4.544
rotary_emb,80,4.512
rotary_emb,96,4.832
rotary_emb,112,4.608
rotary_emb,128,4.896
rotary_emb,144,5.184
rotary_emb,160,4.832
rotary_emb,176,5.632
rotary_emb,192,5.568
rotary_emb,208,5.759
rotary_emb,224,5.888
rotary_emb,240,6.24
rotary_emb,256,6.752
