# node=htc-g048 nodelist=htc-g048 slurm_job_id=7972816 gpu_freq_mhz=900
index, uuid, name, pci.bus_id, driver_version, serial, clocks.current.graphics [MHz], clocks.max.graphics [MHz], power.limit [W]
0, GPU-95f7a37a-c153-1a09-3568-bb2e926f40c5, Tesla V100-SXM2-32GB-LS, 00000000:07:00.0, 580.65.06, 0324518187903, 135 MHz, 1440 MHz, 163.00 W
