prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,29.696
0,0,1,32,29.375
0,0,1,64,29.664
0,0,1,128,29.888
0,0,1,256,36.704
0,0,2,16,29.664
0,0,2,32,29.568
0,0,2,64,29.695
0,0,2,128,29.632
0,0,2,256,37.632
0,0,4,16,29.92
0,0,4,32,29.696
0,0,4,64,31.071
0,0,4,128,38.591
0,0,4,256,50.784
0,0,8,16,31.008
0,0,8,32,32.416
0,0,8,64,38.944
0,0,8,128,53.696
0,0,8,256,83.328
0,0,16,16,36.479
0,0,16,32,41.823
0,0,16,64,56.352
0,0,16,128,78.528
0,0,16,256,121.119
0,0,32,16,56.096
0,0,32,32,66.911
0,0,32,64,88.735
0,0,32,128,134.111
0,0,32,256,215.166
16,0,0,0,33.984
16,0,1,16,31.904
16,0,1,32,46.016
16,0,1,64,59.936
16,0,1,128,89.215
16,0,1,256,147.423
16,0,2,16,33.6
16,0,2,32,45.377
16,0,2,64,60.383
16,0,2,128,88.991
16,0,2,256,145.855
16,0,4,16,33.28
16,0,4,32,45.984
16,0,4,64,60.575
16,0,4,128,90.27
16,0,4,256,147.616
16,0,8,16,34.208
16,0,8,32,46.368
16,0,8,64,61.663
16,0,8,128,91.007
16,0,8,256,149.823
16,0,16,16,36.416
16,0,16,32,62.176
16,0,16,64,85.952
16,0,16,128,134.43
16,0,16,256,231.742
16,16,0,0,33.792
16,16,1,16,33.312
16,16,1,32,45.887
16,16,1,64,60.415
16,16,1,128,89.312
16,16,1,256,147.423
16,16,2,16,33.28
16,16,2,32,45.632
16,16,2,64,59.903
16,16,2,128,88.447
16,16,2,256,145.95
16,16,4,16,33.408
16,16,4,32,46.144
16,16,4,64,61.312
16,16,4,128,89.951
16,16,4,256,147.55
16,16,8,16,33.472
16,16,8,32,46.785
16,16,8,64,61.664
16,16,8,128,91.839
16,16,8,256,150.047
16,16,16,16,36.96
16,16,16,32,62.112
16,16,16,64,86.784
16,16,16,128,134.015
16,16,16,256,231.517
16,32,0,0,57.375
16,32,1,16,46.079
16,32,1,32,46.465
16,32,1,64,60.448
16,32,1,128,89.119
16,32,1,256,148.064
16,32,2,16,46.432
16,32,2,32,46.367
16,32,2,64,60.159
16,32,2,128,88.64
16,32,2,256,145.792
16,32,4,16,45.983
16,32,4,32,46.336
16,32,4,64,61.12
16,32,4,128,89.759
16,32,4,256,148.351
16,32,8,16,47.423
16,32,8,32,47.04
16,32,8,64,61.184
16,32,8,128,90.911
16,32,8,256,149.951
16,32,16,16,50.529
16,32,16,32,62.079
16,32,16,64,86.207
16,32,16,128,134.751
16,32,16,256,231.646
16,64,0,0,62.08
16,64,1,16,60.736
16,64,1,32,61.056
16,64,1,64,60.832
16,64,1,128,89.28
16,64,1,256,147.743
16,64,2,16,60.799
16,64,2,32,61.727
16,64,2,64,60.959
16,64,2,128,89.055
16,64,2,256,146.174
16,64,4,16,60.8
16,64,4,32,61.279
16,64,4,64,61.183
16,64,4,128,90.111
16,64,4,256,148.127
16,64,8,16,61.376
16,64,8,32,60.896
16,64,8,64,61.535
16,64,8,128,90.527
16,64,8,256,149.213
16,64,16,16,63.423
16,64,16,32,75.136
16,64,16,64,87.103
16,64,16,128,135.647
16,64,16,256,231.198
16,128,0,0,90.751
16,128,1,16,89.856
16,128,1,32,90.784
16,128,1,64,90.208
16,128,1,128,89.919
16,128,1,256,148.127
16,128,2,16,90.272
16,128,2,32,91.039
16,128,2,64,90.303
16,128,2,128,90.367
16,128,2,256,145.791
16,128,4,16,90.047
16,128,4,32,90.368
16,128,4,64,90.753
16,128,4,128,90.336
16,128,4,256,148.127
16,128,8,16,90.464
16,128,8,32,89.791
16,128,8,64,90.56
16,128,8,128,90.367
16,128,8,256,148.575
16,128,16,16,93.631
16,128,16,32,104.575
16,128,16,64,114.783
16,128,16,128,135.2
16,128,16,256,230.718
16,256,0,0,148.223
16,256,1,16,147.711
16,256,1,32,147.935
16,256,1,64,148.318
16,256,1,128,147.582
16,256,1,256,148.223
16,256,2,16,148.095
16,256,2,32,148.223
16,256,2,64,147.903
16,256,2,128,147.903
16,256,2,256,148.383
16,256,4,16,148.127
16,256,4,32,148.223
16,256,4,64,148.447
16,256,4,128,147.903
16,256,4,256,148.031
16,256,8,16,147.808
16,256,8,32,147.935
16,256,8,64,148.127
16,256,8,128,147.903
16,256,8,256,148.607
16,256,16,16,150.142
16,256,16,32,159.742
16,256,16,64,173.567
16,256,16,128,192.414
16,256,16,256,230.942
32,0,0,0,33.727
32,0,1,16,33.664
32,0,1,32,46.848
32,0,1,64,60.319
32,0,1,128,88.896
32,0,1,256,145.662
32,0,2,16,33.856
32,0,2,32,46.496
32,0,2,64,60.863
32,0,2,128,90.496
32,0,2,256,149.407
32,0,4,16,33.727
32,0,4,32,46.432
32,0,4,64,60.734
32,0,4,128,89.951
32,0,4,256,148.255
32,0,8,16,34.208
32,0,8,32,46.848
32,0,8,64,61.888
32,0,8,128,90.559
32,0,8,256,148.447
32,0,16,16,37.152
32,0,16,32,61.632
32,0,16,64,86.975
32,0,16,128,133.535
32,0,16,256,231.646
32,16,0,0,46.241
32,16,1,16,46.751
32,16,1,32,46.592
32,16,1,64,60.768
32,16,1,128,89.151
32,16,1,256,145.758
32,16,2,16,46.592
32,16,2,32,47.136
32,16,2,64,61.471
32,16,2,128,90.849
32,16,2,256,149.278
32,16,4,16,46.88
32,16,4,32,47.392
32,16,4,64,61.567
32,16,4,128,90.047
32,16,4,256,148.383
32,16,8,16,47.488
32,16,8,32,47.487
32,16,8,64,61.632
32,16,8,128,91.199
32,16,8,256,149.343
32,16,16,16,62.336
32,16,16,32,62.495
32,16,16,64,86.944
32,16,16,128,133.183
32,16,16,256,231.102
32,32,0,0,46.879
32,32,1,16,47.71
32,32,1,32,47.136
32,32,1,64,60.864
32,32,1,128,88.992
32,32,1,256,146.88
32,32,2,16,46.912
32,32,2,32,47.647
32,32,2,64,61.055
32,32,2,128,90.367
32,32,2,256,149.022
32,32,4,16,47.296
32,32,4,32,47.231
32,32,4,64,61.855
32,32,4,128,90.335
32,32,4,256,148.096
32,32,8,16,47.744
32,32,8,32,47.519
32,32,8,64,62.176
32,32,8,128,91.199
32,32,8,256,149.152
32,32,16,16,60.416
32,32,16,32,62.848
32,32,16,64,86.016
32,32,16,128,133.63
32,32,16,256,231.198
32,64,0,0,60.991
32,64,1,16,61.311
32,64,1,32,61.696
32,64,1,64,61.824
32,64,1,128,89.696
32,64,1,256,145.952
32,64,2,16,61.631
32,64,2,32,61.439
32,64,2,64,61.92
32,64,2,128,90.112
32,64,2,256,149.215
32,64,4,16,61.855
32,64,4,32,62.431
32,64,4,64,62.335
32,64,4,128,90.751
32,64,4,256,148.735
32,64,8,16,62.175
32,64,8,32,62.144
32,64,8,64,62.752
32,64,8,128,91.007
32,64,8,256,148.703
32,64,16,16,85.183
32,64,16,32,88.224
32,64,16,64,88
32,64,16,128,135.039
32,64,16,256,231.166
32,128,0,0,90.527
32,128,1,16,90.27
32,128,1,32,90.495
32,128,1,64,90.655
32,128,1,128,90.174
32,128,1,256,146.111
32,128,2,16,90.495
32,128,2,32,91.264
32,128,2,64,90.912
32,128,2,128,90.783
32,128,2,256,148.285
32,128,4,16,90.337
32,128,4,32,90.495
32,128,4,64,90.719
32,128,4,128,91.166
32,128,4,256,148.127
32,128,8,16,90.783
32,128,8,32,91.169
32,128,8,64,91.68
32,128,8,128,90.944
32,128,8,256,148.703
32,128,16,16,131.871
32,128,16,32,132.191
32,128,16,64,134.463
32,128,16,128,135.199
32,128,16,256,231.454
32,256,0,0,148.607
32,256,1,16,148.927
32,256,1,32,148.638
32,256,1,64,148.735
32,256,1,128,148.351
32,256,1,256,148.575
32,256,2,16,148.894
32,256,2,32,148.575
32,256,2,64,148.671
32,256,2,128,148.543
32,256,2,256,148.799
32,256,4,16,148.19
32,256,4,32,148.639
32,256,4,64,148.542
32,256,4,128,148.639
32,256,4,256,148.767
32,256,8,16,148.927
32,256,8,32,148.702
32,256,8,64,149.248
32,256,8,128,149.119
32,256,8,256,149.566
32,256,16,16,228.318
32,256,16,32,229.438
32,256,16,64,231.006
32,256,16,128,230.686
32,256,16,256,232.03
64,0,0,0,47.648
64,0,1,16,48.095
64,0,1,32,47.36
64,0,1,64,60.736
64,0,1,128,89.439
64,0,1,256,146.078
64,0,2,16,47.36
64,0,2,32,47.232
64,0,2,64,60.896
64,0,2,128,89.599
64,0,2,256,146.589
64,0,4,16,51.327
64,0,4,32,51.04
64,0,4,64,66.016
64,0,4,128,93.183
64,0,4,256,153.855
64,0,8,16,62.592
64,0,8,32,61.919
64,0,8,64,86.655
64,0,8,128,133.407
64,0,8,256,231.999
64,0,16,16,61.728
64,0,16,32,62.239
64,0,16,64,87.903
64,0,16,128,133.631
64,0,16,256,232.19
64,16,0,0,61.376
64,16,1,16,61.376
64,16,1,32,61.375
64,16,1,64,61.952
64,16,1,128,88.96
64,16,1,256,146.047
64,16,2,16,61.023
64,16,2,32,61.535
64,16,2,64,61.568
64,16,2,128,89.375
64,16,2,256,146.111
64,16,4,16,65.503
64,16,4,32,65.311
64,16,4,64,74.623
64,16,4,128,104.959
64,16,4,256,161.886
64,16,8,16,86.271
64,16,8,32,85.984
64,16,8,64,86.527
64,16,8,128,132.67
64,16,8,256,231.262
64,16,16,16,75.68
64,16,16,32,76.158
64,16,16,64,87.583
64,16,16,128,133.887
64,16,16,256,232.19
64,32,0,0,62.431
64,32,1,16,61.76
64,32,1,32,62.207
64,32,1,64,61.983
64,32,1,128,89.248
64,32,1,256,146.302
64,32,2,16,78.08
64,32,2,32,62.304
64,32,2,64,61.951
64,32,2,128,89.791
64,32,2,256,147.135
64,32,4,16,75.487
64,32,4,32,75.807
64,32,4,64,76.287
64,32,4,128,105.215
64,32,4,256,161.887
64,32,8,16,87.071
64,32,8,32,86.559
64,32,8,64,85.951
64,32,8,128,134.239
64,32,8,256,230.846
64,32,16,16,86.623
64,32,16,32,86.495
64,32,16,64,88.16
64,32,16,128,133.629
64,32,16,256,232.957
64,64,0,0,76.768
64,64,1,16,76.255
64,64,1,32,76.097
64,64,1,64,76.127
64,64,1,128,89.183
64,64,1,256,146.015
64,64,2,16,76.639
64,64,2,32,75.776
64,64,2,64,77.024
64,64,2,128,89.759
64,64,2,256,146.911
64,64,4,16,97.664
64,64,4,32,98.431
64,64,4,64,101.247
64,64,4,128,115.136
64,64,4,256,170.878
64,64,8,16,113.375
64,64,8,32,111.487
64,64,8,64,110.944
64,64,8,128,134.271
64,64,8,256,230.398
64,64,16,16,113.407
64,64,16,32,110.719
64,64,16,64,110.655
64,64,16,128,135.231
64,64,16,256,232.51
64,128,0,0,105.407
64,128,1,16,105.087
64,128,1,32,105.439
64,128,1,64,108.192
64,128,1,128,105.6
64,128,1,256,145.95
64,128,2,16,105.215
64,128,2,32,105.697
64,128,2,64,105.343
64,128,2,128,104.959
64,128,2,256,146.399
64,128,4,16,146.365
64,128,4,32,146.465
64,128,4,64,147.007
64,128,4,128,147.518
64,128,4,256,189.823
64,128,8,16,157.567
64,128,8,32,157.887
64,128,8,64,157.214
64,128,8,128,157.215
64,128,8,256,231.934
64,128,16,16,156.767
64,128,16,32,160.158
64,128,16,64,157.535
64,128,16,128,157.406
64,128,16,256,231.902
64,256,0,0,162.751
64,256,1,16,163.039
64,256,1,32,162.367
64,256,1,64,162.719
64,256,1,128,162.719
64,256,1,256,162.335
64,256,2,16,162.143
64,256,2,32,162.814
64,256,2,64,162.431
64,256,2,128,162.463
64,256,2,256,162.879
64,256,4,16,243.326
64,256,4,32,242.495
64,256,4,64,243.262
64,256,4,128,240.958
64,256,4,256,245.502
64,256,8,16,255.421
64,256,8,32,254.814
64,256,8,64,255.07
64,256,8,128,255.838
64,256,8,256,255.262
64,256,16,16,254.589
64,256,16,32,254.27
64,256,16,64,254.558
64,256,16,128,254.27
64,256,16,256,256.67
128,0,0,0,100.863
128,0,1,16,100.383
128,0,1,32,99.103
128,0,1,64,97.216
128,0,1,128,109.759
128,0,1,256,167.678
128,0,2,16,100.287
128,0,2,32,98.559
128,0,2,64,101.185
128,0,2,128,121.663
128,0,2,256,177.535
128,0,4,16,110.399
128,0,4,32,109.6
128,0,4,64,109.791
128,0,4,128,121.056
128,0,4,256,176.158
128,0,8,16,113.887
128,0,8,32,115.007
128,0,8,64,114.847
128,0,8,128,138.143
128,0,8,256,234.718
128,0,16,16,143.327
128,0,16,32,126.815
128,0,16,64,127.647
128,0,16,128,155.327
128,0,16,256,249.406
128,16,0,0,112.991
128,16,1,16,112.672
128,16,1,32,114.847
128,16,1,64,114.303
128,16,1,128,120.479
128,16,1,256,177.951
128,16,2,16,122.079
128,16,2,32,122.142
128,16,2,64,122.687
128,16,2,128,122.113
128,16,2,256,177.951
128,16,4,16,122.399
128,16,4,32,122.047
128,16,4,64,122.4
128,16,4,128,134.367
128,16,4,256,186.494
128,16,8,16,129.087
128,16,8,32,129.663
128,16,8,64,128.831
128,16,8,128,140.864
128,16,8,256,236.381
128,16,16,16,152.638
128,16,16,32,152.383
128,16,16,64,151.231
128,16,16,128,186.367
128,16,16,256,284.639
128,32,0,0,121.887
128,32,1,16,123.711
128,32,1,32,123.967
128,32,1,64,123.007
128,32,1,128,124.734
128,32,1,256,178.654
128,32,2,16,124
128,32,2,32,124.159
128,32,2,64,124.159
128,32,2,128,133.665
128,32,2,256,187.038
128,32,4,16,135.423
128,32,4,32,133.087
128,32,4,64,134.367
128,32,4,128,133.376
128,32,4,256,186.943
128,32,8,16,139.166
128,32,8,32,138.847
128,32,8,64,137.695
128,32,8,128,140.447
128,32,8,256,235.134
128,32,16,16,151.231
128,32,16,32,155.199
128,32,16,64,169.375
128,32,16,128,199.871
128,32,16,256,295.678
128,64,0,0,147.103
128,64,1,16,146.527
128,64,1,32,147.487
128,64,1,64,147.327
128,64,1,128,146.335
128,64,1,256,187.167
128,64,2,16,147.807
128,64,2,32,146.847
128,64,2,64,146.75
128,64,2,128,146.495
128,64,2,256,199.486
128,64,4,16,157.215
128,64,4,32,158.239
128,64,4,64,158.015
128,64,4,128,159.486
128,64,4,256,198.59
128,64,8,16,162.367
128,64,8,32,163.263
128,64,8,64,162.686
