layer,tokens,time_us
embedding,1,6.656
embedding,2,6.368
embedding,3,6.944
embedding,4,7.552
embedding,5,7.969
embedding,6,8.448
embedding,7,8.576
embedding,8,8.799
embedding,9,9.792
embedding,10,9.792
embedding,11,10.272
embedding,12,10.848
embedding,13,11.425
embedding,14,11.457
embedding,15,11.968
embedding,16,12.064
embedding,20,5.536
embedding,24,5.471
embedding,28,5.664
embedding,32,5.728
embedding,36,5.76
embedding,40,5.695
embedding,44,6.047
embedding,48,6.048
embedding,52,6.496
embedding,56,6.144
embedding,60,6.208
embedding,64,6.272
embedding,80,7.007
embedding,96,6.56
embedding,112,7.36
embedding,128,6.976
embedding,144,7.68
embedding,160,7.296
embedding,176,7.553
embedding,192,7.616
embedding,208,8.159
embedding,224,7.808
embedding,240,8.097
embedding,256,8.257
final_layernorm,1,14.112
final_layernorm,2,13.824
final_layernorm,3,13.504
final_layernorm,4,13.6
final_layernorm,5,12.64
final_layernorm,6,12.671
final_layernorm,7,12.704
final_layernorm,8,12.256
final_layernorm,9,14.368
final_layernorm,10,13.76
final_layernorm,11,13.92
final_layernorm,12,14.145
final_layernorm,13,13.984
final_layernorm,14,14.337
final_layernorm,15,14.272
final_layernorm,16,12.704
final_layernorm,20,14.592
final_layernorm,24,13.791
final_layernorm,28,14.719
final_layernorm,32,13.536
final_layernorm,36,14.912
final_layernorm,40,14.976
final_layernorm,44,15.168
final_layernorm,48,15.2
final_layernorm,52,15.136
final_layernorm,56,15.168
final_layernorm,60,15.328
final_layernorm,64,15.84
final_layernorm,80,15.488
final_layernorm,96,16.096
final_layernorm,112,16.288
final_layernorm,128,15.231
final_layernorm,144,15.872
final_layernorm,160,16.223
final_layernorm,176,16.672
final_layernorm,192,16.544
final_layernorm,208,17.216
final_layernorm,224,17.28
final_layernorm,240,17.6
final_layernorm,256,17.472
layernorm,1,13.728
layernorm,2,11.936
layernorm,3,12
layernorm,4,11.968
layernorm,5,12.1915
layernorm,6,12.2075
layernorm,7,12.32
layernorm,8,11.696
layernorm,9,12.112
layernorm,10,12.224
layernorm,11,12.064
layernorm,12,12.144
layernorm,13,11.84
layernorm,14,11.9195
layernorm,15,12.016
layernorm,16,11.951
layernorm,20,11.968
layernorm,24,12.2075
layernorm,28,12.24
layernorm,32,12.1115
layernorm,36,12.576
layernorm,40,12.704
layernorm,44,12.16
layernorm,48,12.416
layernorm,52,12.384
layernorm,56,12.2085
layernorm,60,12.256
layernorm,64,12.7835
layernorm,80,12.8
layernorm,96,12.688
layernorm,112,12.832
layernorm,128,12.96
layernorm,144,13.12
layernorm,160,13.232
