layer,tokens,time_us
embedding,1,7.36
embedding,2,7.776
embedding,3,8.128
embedding,4,8.576
embedding,5,9.153
embedding,6,9.664
embedding,7,10.048
embedding,8,10.432
embedding,9,11.296
embedding,10,11.998
embedding,11,16.32
embedding,12,12.927
embedding,13,13.216
embedding,14,13.664
embedding,15,14.048
embedding,16,14.622
embedding,20,6.528
embedding,24,6.433
embedding,28,6.687
embedding,32,6.56
embedding,36,6.88
embedding,40,6.816
embedding,44,7.008
embedding,48,6.944
embedding,52,13.728
embedding,56,7.232
embedding,60,13.696
embedding,64,7.231
embedding,80,8.192
embedding,96,7.68
embedding,112,8.928
embedding,128,7.904
embedding,144,8.352
embedding,160,8.256
embedding,176,8.672
embedding,192,8.416
embedding,208,8.736
embedding,224,8.544
embedding,240,8.832
embedding,256,9.024
final_layernorm,1,5.696
final_layernorm,2,5.311
final_layernorm,3,5.632
final_layernorm,4,5.472
final_layernorm,5,5.44
final_layernorm,6,5.568
final_layernorm,7,5.152
final_layernorm,8,5.088
final_layernorm,9,5.087
final_layernorm,10,5.152
final_layernorm,11,5.216
final_layernorm,12,5.055
final_layernorm,13,7.84
final_layernorm,14,6.88
final_layernorm,15,5.184
final_layernorm,16,5.345
final_layernorm,20,5.792
final_layernorm,24,5.984
final_layernorm,28,6.144
final_layernorm,32,6.08
final_layernorm,36,6.368
final_layernorm,40,6.24
final_layernorm,44,6.464
final_layernorm,48,6.976
final_layernorm,52,6.656
final_layernorm,56,6.72
final_layernorm,60,6.72
final_layernorm,64,6.912
final_layernorm,80,7.584
final_layernorm,96,8.928
final_layernorm,112,8.96
final_layernorm,128,9.12
final_layernorm,144,8.353
final_layernorm,160,9.087
final_layernorm,176,11.648
final_layernorm,192,11.648
final_layernorm,208,11.424
final_layernorm,224,11.808
final_layernorm,240,11.264
final_layernorm,256,10.079
layernorm,1,6.08
layernorm,2,5.536
layernorm,3,5.792
layernorm,4,5.488
layernorm,5,5.712
layernorm,6,5.904
layernorm,7,5.552
layernorm,8,5.551
layernorm,9,5.6485
layernorm,10,5.456
layernorm,11,5.552
layernorm,12,5.872
layernorm,13,5.648
layernorm,14,5.648
layernorm,15,5.7755
layernorm,16,5.8405
layernorm,20,5.68
layernorm,24,6.0165
layernorm,28,6.0795
layernorm,32,5.8875
layernorm,36,5.984
layernorm,40,6.24
layernorm,44,6.352
layernorm,48,6.5595
layernorm,52,6.608
layernorm,56,6.512
layernorm,60,6.672
layernorm,64,6.6245
layernorm,80,7.152
layernorm,96,7.4235
layernorm,112,7.5205
layernorm,128,7.5355
layernorm,144,7.536
layernorm,160,7.76
layernorm,176,9.1685
layernorm,192,9.5195
layernorm,208,9.968
layernorm,224,10
layernorm,240,9.792
layernorm,256,9.4715
o_proj,1,39.424
o_proj,2,53.12
o_proj,3,53.791
o_proj,4,53.247
o_proj,5,53.983
o_proj,6,53.631
o_proj,7,53.408
o_proj,8,53.216
o_proj,9,54.336
o_proj,10,53.536
o_proj,11,53.919
o_proj,12,54.08
o_proj,13,54.048
o_proj,14,55.07
o_proj,15,54.272
o_proj,16,54.047
o_proj,20,71.488
o_proj,24,72.064
o_proj,28,72.672
o_proj,32,71.392
o_proj,36,87.935
o_proj,40,87.552
o_proj,44,86.688
o_proj,48,87.072
o_proj,52,86.976
o_proj,56,87.167
o_proj,60,88.031
o_proj,64,88.128
o_proj,80,105.247
o_proj,96,90.879
o_proj,112,91.52
o_proj,128,93.632
o_proj,144,113.407
o_proj,160,113.695
o_proj,176,102.751
o_proj,192,101.695
o_proj,208,107.935
o_proj,224,110.656
o_proj,240,109.983
o_proj,256,111.744
qk_norm,1,5.76
qk_norm,2,5.728
qk_norm,3,5.9035
qk_norm,4,5.968
qk_norm,5,5.904
qk_norm,6,6.1435
qk_norm,7,6.08
qk_norm,8,6.112
qk_norm,9,6.304
qk_norm,10,6.256
qk_norm,11,6.224
qk_norm,12,6.496
qk_norm,13,6.368
qk_norm,14,9.776
qk_norm,15,8.704
qk_norm,16,6.624
qk_norm,20,7.0555
qk_norm,24,7.264
qk_norm,28,7.312
qk_norm,32,7.696
qk_norm,36,7.4885
qk_norm,40,7.792
qk_norm,44,8.272
qk_norm,48,8.352
qk_norm,52,8.432
qk_norm,56,8.511
qk_norm,60,8.736
qk_norm,64,9.136
qk_norm,80,9.584
qk_norm,96,10.656
qk_norm,112,10.7195
qk_norm,128,11.759
qk_norm,144,12.5435
qk_norm,160,13.024
qk_norm,176,13.776
qk_norm,192,14.72
qk_norm,208,15.071
qk_norm,224,15.968
qk_norm,240,16.304
