tokens,activated_experts,time_us
1,4,6025.72
2,4,6124.28
2,8,11572.5
4,4,6132.4
4,8,11766.5
4,16,22120.8
8,4,6113.3
8,8,11626.9
8,16,22039.8
8,32,40805.2
16,4,6151.8
16,8,11630.6
16,16,22067.3
16,32,40672
32,4,11623.6
32,8,11669.1
32,16,22542.1
32,32,40993.9
64,4,19137.2
64,8,18990.1
64,16,37957.5
64,32,69566.8
128,4,67774.3
128,8,67706.9
128,16,143616
128,32,277672
256,4,112546
256,8,110705
256,16,112792
256,32,227208
