prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,22.142
0,0,1,32,22.336
0,0,1,64,22.081
0,0,1,128,23.263
0,0,1,256,32.768
0,0,2,16,22.367
0,0,2,32,22.847
0,0,2,64,25.248
0,0,2,128,37.856
0,0,2,256,55.521
0,0,4,16,22.688
0,0,4,32,27.872
0,0,4,64,39.359
0,0,4,128,53.536
0,0,4,256,80.287
0,0,8,16,36.896
0,0,8,32,43.488
0,0,8,64,58.336
0,0,8,128,88.128
0,0,8,256,144.191
0,0,16,16,50.975
0,0,16,32,85.472
0,0,16,64,120.096
0,0,16,128,186.014
0,0,16,256,320.766
0,0,32,16,79.167
0,0,32,32,139.038
0,0,32,64,198.654
0,0,32,128,353.054
0,0,32,256,559.196
16,0,0,0,24.832
16,0,1,16,24.928
16,0,1,32,33.888
16,0,1,64,44.32
16,0,1,128,64.8
16,0,1,256,104.991
16,0,2,16,25.247
16,0,2,32,33.823
16,0,2,64,43.488
16,0,2,128,64.031
16,0,2,256,104.735
16,0,4,16,27.264
16,0,4,32,43.04
16,0,4,64,60.735
16,0,4,128,93.727
16,0,4,256,161.473
16,0,8,16,30.848
16,0,8,32,47.743
16,0,8,64,67.488
16,0,8,128,101.535
16,0,8,256,167.486
16,0,16,16,50.785
16,0,16,32,84.608
16,0,16,64,119.935
16,0,16,128,188.288
16,0,16,256,318.94
16,16,0,0,25.249
16,16,1,16,25.279
16,16,1,32,33.983
16,16,1,64,44.255
16,16,1,128,64.511
16,16,1,256,105.247
16,16,2,16,25.216
16,16,2,32,34.016
16,16,2,64,44.639
16,16,2,128,64.479
16,16,2,256,105.504
16,16,4,16,27.423
16,16,4,32,44.193
16,16,4,64,61.119
16,16,4,128,94.655
16,16,4,256,160.479
16,16,8,16,30.719
16,16,8,32,47.295
16,16,8,64,67.808
16,16,8,128,100.959
16,16,8,256,168.255
16,16,16,16,51.328
16,16,16,32,84.352
16,16,16,64,119.584
16,16,16,128,185.534
16,16,16,256,320.222
16,32,0,0,34.368
16,32,1,16,34.272
16,32,1,32,34.305
16,32,1,64,44.255
16,32,1,128,64.513
16,32,1,256,105.215
16,32,2,16,33.887
16,32,2,32,34.112
16,32,2,64,43.968
16,32,2,128,64.703
16,32,2,256,104.639
16,32,4,16,36
16,32,4,32,44.288
16,32,4,64,62.175
16,32,4,128,93.503
16,32,4,256,162.238
16,32,8,16,48.511
16,32,8,32,48.672
16,32,8,64,67.743
16,32,8,128,101.247
16,32,8,256,169.759
16,32,16,16,61.023
16,32,16,32,85.278
16,32,16,64,120.191
16,32,16,128,188.477
16,32,16,256,321.118
16,64,0,0,43.776
16,64,1,16,44.191
16,64,1,32,43.872
16,64,1,64,44.736
16,64,1,128,65.214
16,64,1,256,105.727
16,64,2,16,44.255
16,64,2,32,44.256
16,64,2,64,44.8
16,64,2,128,64.832
16,64,2,256,105.15
16,64,4,16,46.176
16,64,4,32,54.272
16,64,4,64,61.279
16,64,4,128,95.199
16,64,4,256,162.75
16,64,8,16,65.247
16,64,8,32,65.504
16,64,8,64,67.52
16,64,8,128,102.143
16,64,8,256,169.695
16,64,16,16,69.183
16,64,16,32,94.399
16,64,16,64,121.183
16,64,16,128,186.559
16,64,16,256,320.989
16,128,0,0,63.744
16,128,1,16,64.032
16,128,1,32,63.774
16,128,1,64,64.159
16,128,1,128,64.992
16,128,1,256,105.503
16,128,2,16,64.256
16,128,2,32,64.896
16,128,2,64,65.44
16,128,2,128,65.184
16,128,2,256,105.567
16,128,4,16,66.431
16,128,4,32,72.961
16,128,4,64,80.192
16,128,4,128,95.391
16,128,4,256,161.695
16,128,8,16,97.503
16,128,8,32,100.799
16,128,8,64,100.895
16,128,8,128,101.696
16,128,8,256,169.471
16,128,16,16,90.239
16,128,16,32,135.423
16,128,16,64,139.646
16,128,16,128,187.167
16,128,16,256,321.567
16,256,0,0,104.671
16,256,1,16,104.863
16,256,1,32,104.703
16,256,1,64,104.576
16,256,1,128,104.671
16,256,1,256,105.823
16,256,2,16,104.799
16,256,2,32,105.312
