layer,tokens,time_us
embedding,1,5.504
embedding,2,5.216
embedding,3,5.76
embedding,4,6.177
embedding,5,6.144
embedding,6,6.592
embedding,7,6.879
embedding,8,6.88
embedding,9,7.519
embedding,10,7.744
embedding,11,8.223
embedding,12,8.254
embedding,13,8.704
embedding,14,8.992
embedding,15,9.569
embedding,16,9.506
embedding,20,4.512
embedding,24,4.256
embedding,28,4.48
embedding,32,4.352
embedding,36,4.575
embedding,40,4.48
embedding,44,4.704
embedding,48,4.608
embedding,52,4.799
embedding,56,4.704
embedding,60,4.896
embedding,64,4.8
embedding,80,5.792
embedding,96,5.056
embedding,112,5.984
embedding,128,5.246
embedding,144,5.472
embedding,160,5.44
embedding,176,5.824
embedding,192,5.791
embedding,208,5.856
embedding,224,5.952
embedding,240,5.824
embedding,256,5.92
final_layernorm,1,4.16
final_layernorm,2,3.872
final_layernorm,3,3.744
final_layernorm,4,3.745
final_layernorm,5,3.648
final_layernorm,6,4
final_layernorm,7,3.552
final_layernorm,8,3.488
final_layernorm,9,3.776
final_layernorm,10,3.584
final_layernorm,11,3.552
final_layernorm,12,3.648
final_layernorm,13,3.776
final_layernorm,14,3.648
final_layernorm,15,3.648
final_layernorm,16,3.648
final_layernorm,20,3.968
final_layernorm,24,4.032
final_layernorm,28,3.808
final_layernorm,32,4.256
final_layernorm,36,4.416
final_layernorm,40,4.32
final_layernorm,44,4.639
final_layernorm,48,4.608
final_layernorm,52,4.48
final_layernorm,56,5.056
final_layernorm,60,4.96
final_layernorm,64,5.312
final_layernorm,80,5.472
final_layernorm,96,6.017
final_layernorm,112,6.944
final_layernorm,128,6.624
final_layernorm,144,6.432
final_layernorm,160,5.984
final_layernorm,176,8.16
final_layernorm,192,8.32
final_layernorm,208,8.351
final_layernorm,224,8.288
final_layernorm,240,8.608
final_layernorm,256,7.648
layernorm,1,4.2715
layernorm,2,3.824
layernorm,3,3.968
layernorm,4,3.936
layernorm,5,4.144
layernorm,6,3.84
layernorm,7,3.76
layernorm,8,4.016
layernorm,9,3.824
layernorm,10,4.016
layernorm,11,4.032
layernorm,12,4.064
layernorm,13,3.968
layernorm,14,4.016
layernorm,15,4
layernorm,16,3.8565
layernorm,20,3.984
layernorm,24,4.1765
layernorm,28,3.9995
layernorm,32,4.144
layernorm,36,4.256
layernorm,40,4.352
layernorm,44,4.2715
layernorm,48,4.544
layernorm,52,4.5765
layernorm,56,4.4155
layernorm,60,4.656
layernorm,64,4.704
layernorm,80,4.9925
layernorm,96,5.232
layernorm,112,5.152
layernorm,128,5.472
layernorm,144,5.168
layernorm,160,5.616
layernorm,176,6.544
layernorm,192,6.56
layernorm,208,6.56
layernorm,224,6.88
layernorm,240,7.008
layernorm,256,6.656
o_proj,1,33.792
o_proj,2,38.24
o_proj,3,38.56
o_proj,4,38.656
o_proj,5,39.072
o_proj,6,39.104
o_proj,7,38.112
o_proj,8,39.071
o_proj,9,39.551
o_proj,10,40.48
o_proj,11,39.743
o_proj,12,38.848
o_proj,13,39.744
o_proj,14,39.935
o_proj,15,39.615
o_proj,16,39.808
o_proj,20,55.487
o_proj,24,55.488
o_proj,28,56.095
