# node=htc-g047 nodelist=htc-g047 slurm_job_id=8075644 gpu_freq_mhz=900
index, uuid, name, pci.bus_id, driver_version, serial, clocks.current.graphics [MHz], clocks.max.graphics [MHz], power.limit [W]
0, GPU-d0bfb815-1ce2-fce7-f7fa-53996e4456de, Tesla V100-SXM2-32GB-LS, 00000000:06:00.0, 580.65.06, 0324218156391, 135 MHz, 1440 MHz, 163.00 W
