prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,21.184
0,0,1,32,21.279
0,0,1,64,21.601
0,0,1,128,21.952
0,0,1,256,31.392
0,0,2,16,20.735
0,0,2,32,21.952
0,0,2,64,24.064
0,0,2,128,36.001
0,0,2,256,49.087
0,0,4,16,21.44
0,0,4,32,26.591
0,0,4,64,41.407
0,0,4,128,50.4
0,0,4,256,77.696
0,0,8,16,35.039
0,0,8,32,39.264
0,0,8,64,61.951
0,0,8,128,83.039
0,0,8,256,136.158
0,0,16,16,47.776
0,0,16,32,79.776
0,0,16,64,113.279
0,0,16,128,174.879
0,0,16,256,300.542
0,0,32,16,73.887
0,0,32,32,132.702
0,0,32,64,188.703
0,0,32,128,332.157
0,0,32,256,527.867
16,0,0,0,24.704
16,0,1,16,24
16,0,1,32,32.224
16,0,1,64,41.664
16,0,1,128,60.863
16,0,1,256,98.943
16,0,2,16,23.967
16,0,2,32,32.512
16,0,2,64,41.951
16,0,2,128,61.055
16,0,2,256,99.103
16,0,4,16,26.079
16,0,4,32,41.344
16,0,4,64,58.176
16,0,4,128,90.207
16,0,4,256,151.583
16,0,8,16,29.12
16,0,8,32,45.087
16,0,8,64,63.615
16,0,8,128,96.064
16,0,8,256,158.878
16,0,16,16,47.905
16,0,16,32,79.615
16,0,16,64,114.208
16,0,16,128,176.607
16,0,16,256,302.463
16,16,0,0,24.064
16,16,1,16,24.192
16,16,1,32,32.16
16,16,1,64,42.016
16,16,1,128,60.736
16,16,1,256,98.814
16,16,2,16,24.417
16,16,2,32,32.576
16,16,2,64,41.632
16,16,2,128,60.672
16,16,2,256,98.975
16,16,4,16,26.016
16,16,4,32,41.216
16,16,4,64,58.912
16,16,4,128,89.311
16,16,4,256,151.455
16,16,8,16,29.248
16,16,8,32,45.632
16,16,8,64,64.352
16,16,8,128,95.742
16,16,8,256,158.655
16,16,16,16,47.839
16,16,16,32,79.423
16,16,16,64,113.279
16,16,16,128,174.846
16,16,16,256,301.149
16,32,0,0,32.416
16,32,1,16,32.704
16,32,1,32,33.088
16,32,1,64,42.24
16,32,1,128,61.472
16,32,1,256,98.974
16,32,2,16,32.576
16,32,2,32,32.96
16,32,2,64,42.687
16,32,2,128,61.44
16,32,2,256,98.72
16,32,4,16,46.175
16,32,4,32,41.439
16,32,4,64,58.303
16,32,4,128,90.592
16,32,4,256,152.864
