# node=htc-g053 nodelist=htc-g053 slurm_job_id=7972726 gpu_freq_mhz=default
index, uuid, name, pci.bus_id, driver_version, serial, clocks.current.graphics [MHz], clocks.max.graphics [MHz], power.limit [W]
0, GPU-4923e812-40f3-876a-fc71-f1fead7eba71, NVIDIA H100 PCIe, 00000000:E3:00.0, 580.65.06, 1650423013223, 1200 MHz, 1755 MHz, 310.00 W
