layer,tokens,time_us
embedding,1,9.536
embedding,2,10.463
embedding,3,10.4
embedding,4,11.232
embedding,5,12.032
embedding,6,12.48
embedding,7,13.312
embedding,8,13.088
embedding,9,14.623
embedding,10,15.807
embedding,11,15.936
embedding,12,16.191
embedding,13,17.215
embedding,14,17.984
embedding,15,17.952
embedding,16,19.103
embedding,20,8.287
embedding,24,8.864
embedding,28,9.216
embedding,32,8.896
embedding,36,8.992
embedding,40,8.736
embedding,44,9.696
embedding,48,9.6
embedding,52,9.184
embedding,56,9.312
embedding,60,9.728
embedding,64,9.663
embedding,80,10.432
embedding,96,10.272
embedding,112,11.648
embedding,128,10.943
embedding,144,11.136
embedding,160,11.168
embedding,176,11.424
embedding,192,11.552
embedding,208,12.64
embedding,224,12.384
embedding,240,12.705
embedding,256,12.704
final_layernorm,1,22.784
final_layernorm,2,21.632
final_layernorm,3,21.631
final_layernorm,4,20.415
final_layernorm,5,19.232
final_layernorm,6,20.224
final_layernorm,7,20.032
final_layernorm,8,19.648
final_layernorm,9,20.384
final_layernorm,10,21.087
final_layernorm,11,23.712
final_layernorm,12,21.312
final_layernorm,13,21.76
final_layernorm,14,20.96
final_layernorm,15,21.376
final_layernorm,16,20.64
final_layernorm,20,24
final_layernorm,24,19.712
final_layernorm,28,21.377
final_layernorm,32,20.864
final_layernorm,36,21.856
final_layernorm,40,24.8
final_layernorm,44,23.104
final_layernorm,48,24.608
final_layernorm,52,22.56
final_layernorm,56,22.592
final_layernorm,60,23.423
final_layernorm,64,23.551
final_layernorm,80,22.24
final_layernorm,96,24.448
final_layernorm,112,22.72
final_layernorm,128,25.056
final_layernorm,144,24.192
final_layernorm,160,25.408
final_layernorm,176,25.28
final_layernorm,192,25.088
final_layernorm,208,24.865
final_layernorm,224,25.856
final_layernorm,240,25.312
final_layernorm,256,25.472
layernorm,1,21.2
layernorm,2,19.456
layernorm,3,20.48
layernorm,4,18.928
layernorm,5,18.656
layernorm,6,20.208
layernorm,7,20.0475
layernorm,8,18.512
layernorm,9,18.736
layernorm,10,18.624
layernorm,11,19.216
layernorm,12,18.816
layernorm,13,20.24
layernorm,14,19.088
layernorm,15,19.472
layernorm,16,19.248
layernorm,20,18.48
layernorm,24,18.207
layernorm,28,18.224
layernorm,32,18.944
layernorm,36,19.248
layernorm,40,18.4
layernorm,44,19.008
layernorm,48,19.2155
layernorm,52,20.192
layernorm,56,19.9035
layernorm,60,18.704
layernorm,64,19.5195
layernorm,80,19.728
layernorm,96,19.8725
layernorm,112,19.616
layernorm,128,19.52
layernorm,144,19.792
layernorm,160,21.087
layernorm,176,21.376
layernorm,192,22.896
layernorm,208,21.76
layernorm,224,21.2475
layernorm,240,22.8
layernorm,256,22.7355
o_proj,1,53.921
o_proj,2,69.696
o_proj,3,67.263
o_proj,4,68.319
o_proj,5,70.815
o_proj,6,70.174
o_proj,7,70.847
o_proj,8,69.599
o_proj,9,60.383
o_proj,10,62.528
o_proj,11,61.087
o_proj,12,70.112
o_proj,13,55.808
o_proj,14,56.384
o_proj,15,58.111
o_proj,16,53.248
o_proj,20,64.703
o_proj,24,66.687
o_proj,28,64.863
o_proj,32,68.928
o_proj,36,109.151
o_proj,40,110.528
o_proj,44,114.847
o_proj,48,112.863
o_proj,52,113.855
o_proj,56,111.679
o_proj,60,112.351
o_proj,64,109.632
o_proj,80,119.871
o_proj,96,111.391
o_proj,112,127.55
o_proj,128,125.567
o_proj,144,155.934
o_proj,160,160.383
o_proj,176,167.807
o_proj,192,164.575
o_proj,208,153.31
o_proj,224,149.311
o_proj,240,149.471
o_proj,256,154.494
qkv_proj,1,79.488
qkv_proj,2,77.92
qkv_proj,3,74.975
qkv_proj,4,87.519
qkv_proj,5,83.231
qkv_proj,6,82.271
qkv_proj,7,83.68
qkv_proj,8,77.663
qkv_proj,9,91.231
qkv_proj,10,94.143
qkv_proj,11,89.503
qkv_proj,12,90.079
qkv_proj,13,94.336
qkv_proj,14,89.503
qkv_proj,15,87.455
qkv_proj,16,94.688
qkv_proj,20,95.584
qkv_proj,24,97.567
qkv_proj,28,93.279
qkv_proj,32,99.231
qkv_proj,36,143.935
qkv_proj,40,147.327
qkv_proj,44,138.367
qkv_proj,48,136.959
qkv_proj,52,142.943
qkv_proj,56,145.598
qkv_proj,60,147.391
qkv_proj,64,143.807
qkv_proj,80,167.07
qkv_proj,96,169.727
qkv_proj,112,172.383
qkv_proj,128,157.663
qkv_proj,144,205.982
qkv_proj,160,208.221
qkv_proj,176,207.838
qkv_proj,192,207.55
qkv_proj,208,230.27
qkv_proj,224,231.998
qkv_proj,240,238.207
qkv_proj,256,239.133
rotary_emb,1,8.224
rotary_emb,2,8.448
rotary_emb,3,8.479
rotary_emb,4,6.975
rotary_emb,5,7.553
rotary_emb,6,7.424
rotary_emb,7,7.424
rotary_emb,8,7.104
rotary_emb,9,7.072
rotary_emb,10,8.063
rotary_emb,11,7.904
rotary_emb,12,7.617
rotary_emb,13,7.2
rotary_emb,14,8.255
rotary_emb,15,7.584
rotary_emb,16,7.2
rotary_emb,20,7.649
rotary_emb,24,8.065
rotary_emb,28,7.168
rotary_emb,32,7.072
rotary_emb,36,7.072
rotary_emb,40,7.584
rotary_emb,44,7.904
rotary_emb,48,7.68
rotary_emb,52,8.544
rotary_emb,56,7.776
rotary_emb,60,8
rotary_emb,64,7.648
rotary_emb,80,8.512
rotary_emb,96,8.192
rotary_emb,112,8.128
rotary_emb,128,8.48
rotary_emb,144,9.984
rotary_emb,160,9.696
rotary_emb,176,11.264
rotary_emb,192,9.92
rotary_emb,208,10.688
rotary_emb,224,11.743
rotary_emb,240,11.04
rotary_emb,256,12.032
